"country","iso_country_code","year","civic_activism","se_civicactivism","intergroup_cohesion","se_intergroupcohesion","clubs_and_associations","se_clubsassociations","interpersonal_safety_and_trust","se_safetytrust","gender_equality","se_genderequality","inclusion","se_inclusion"
"Singapore","SGP","2000",0.5730725,0.0537241,0.5865163,0.0054381,0.4813142,,0.7044437,0.0791706,0.7103723,0.0165406,0.5479366,0.0158644
"Singapore","SGP","2005",0.5649744,0.0125227,0.6489247,0.0070742,0.4694677,,0.5734307,0.0804857,0.7361966,0.0067161,0.5453615,0.0192818
"Singapore","SGP","2010",0.5734193,0.0206029,0.7713801,0.0057316,0.4488609,,0.6062029,0.0986835,0.7985411,0.0288524,0.5381516,0.0224752
"Slovak Republic","SVK","1990",0.643693,0.0655406,,,0.4379582,0.0493255,0.541932,0.0109296,0.7226796,0.0142289,0.5719616,0.0575533
"Slovak Republic","SVK","1995",0.5412256,0.108892,0.6991012,0.0064149,0.4702082,0.0598956,0.5364305,0.0205791,0.78321,0.0193756,0.4816943,0.0089192
"Slovak Republic","SVK","2000",0.5600613,0.057587,0.5807369,0.0042326,0.4050511,0.1096209,0.5603848,0.0437404,0.7439772,0.0237427,0.4920835,0.0122787
"Slovak Republic","SVK","2005",0.5047749,0.0086274,0.6215769,0.0069462,0.3342628,0.192458,0.5011498,0.0531754,0.7621428,0.0080634,0.4895661,0.0130429
"Slovak Republic","SVK","2010",0.5113662,0.0103732,0.7628331,0.0053119,0.3227176,0.1672368,0.5027669,0.0501855,0.8316945,0.0234073,0.5121079,0.014628
"Slovenia","SVN","1990",0.4621201,0.0857005,,,0.4166412,0.0238793,0.5324526,0.0111606,0.7708616,0.0074998,,
"Slovenia","SVN","1995",0.5659418,0.0634124,,,0.4798372,0.0099251,0.5456951,0.0135408,0.7965907,0.0167491,,
"Slovenia","SVN","2000",0.5776553,0.0224296,,,0.5038127,0.0037418,0.6237169,0.0305488,0.7838338,0.0178301,0.5408422,0.0046052
"Slovenia","SVN","2005",0.5207316,0.0106242,0.6516306,0.0073075,0.4803828,0.0061413,0.5495954,0.0381995,0.7753689,0.0075446,0.4902651,0.0113343
"Slovenia","SVN","2010",0.5241472,0.0150926,0.7664748,0.0053492,0.48964,0.0285022,0.6134681,0.0605207,0.9888666,0.017251,0.5134295,0.0172166
"Solomon Islands","SLB","1990",0.3695052,0.0129661,,,,,,,,,,
"Solomon Islands","SLB","1995",0.35043,0.0031853,,,,,,,,,,
"Solomon Islands","SLB","2000",0.4311596,0.0391623,,,,,,,0.5374509,0.0063852,,
"Solomon Islands","SLB","2005",0.4666198,0.0188288,,,,,,,0.665845,0.0031656,,
"Solomon Islands","SLB","2010",0.4594989,0.0277803,,,,,,,0.5368539,0.015596,,
"Somalia","SOM","1990",0.3296573,0.0283837,0.3858464,0.0065149,,,,,,,,
"Somalia","SOM","1995",0.294843,0.0303503,0.4458673,0.0102677,,,,,,,,
"Somalia","SOM","2000",0.3206871,0.0179268,0.4429472,0.0119228,,,,,0.4935754,0.0558468,,
"Somalia","SOM","2005",,,0.4326775,0.0138305,,,,,0.674279,0.0080933,0.4540037,0.0212102
"Somalia","SOM","2010",,,0.2282555,0.0257154,,,,,,,0.4449081,0.0259755
"South Africa","ZAF","1990",0.5344092,0.0168522,0.4894887,0.013579,0.5290174,,,,0.7177861,0.0143277,0.2064958,0.0092637
"South Africa","ZAF","1995",0.5344725,0.018367,0.5807256,0.0068844,0.5349133,0.0103162,0.4953533,0.0152161,0.7368863,0.0101513,0.4585135,0.0167354
"South Africa","ZAF","2000",0.5302984,0.0467671,0.53624,0.0040595,0.5564512,0.0235344,0.3526784,0.0607208,0.71408,0.0271439,0.4365624,0.0105324
"South Africa","ZAF","2005",0.5234795,0.0287637,0.6047601,0.0044098,0.5532619,0.1175678,0.3224509,0.039078,0.7287283,0.013683,0.4320796,0.0120588
"South Africa","ZAF","2010",0.5198141,0.029234,0.7170575,0.0021184,0.5559075,0.0940697,0.3281441,0.0287143,0.6933314,0.03872,0.3954254,0.0097586
"Spain","ESP","1990",0.5867093,0.0671554,0.5977753,0.0106636,0.3193814,,0.5555449,0.0118335,0.7321487,0.0134992,0.6820117,0.0438658
"Spain","ESP","1995",0.6015395,0.0712155,0.6053506,0.0027919,0.4696541,0.0343546,0.5867388,0.0282573,0.7062758,0.0277416,0.6842766,0.0084005
"Spain","ESP","2000",0.5828251,0.0327748,0.4671654,0.0085491,0.488723,0.0294399,0.6483315,0.0593666,0.7840778,0.0283214,0.5508229,0.013232
"Spain","ESP","2005",0.5802505,0.0290519,0.5753036,0.0105107,0.4815573,0.0515448,0.5253575,0.0555553,0.7539902,0.0080804,0.531249,0.0085081
"Spain","ESP","2010",0.5695392,0.0250152,0.7216948,0.003592,0.4588308,0.0610348,0.5556589,0.0673316,0.9327707,0.0319932,0.5668596,0.0158739
"Sri Lanka","LKA","1990",0.4768935,0.028825,0.390794,0.0103043,,,0.4874713,0.0354924,0.7045317,0.0088378,,
"Sri Lanka","LKA","1995",0.450934,0.0528138,0.4305204,0.0037268,,,0.5313762,0.0349529,0.6853823,0.0210268,,
"Sri Lanka","LKA","2000",0.4724483,0.0215933,0.3787346,0.0018654,,,0.5553466,0.0749845,0.6063494,0.0190552,,
"Sri Lanka","LKA","2005",0.4970165,0.0192214,0.4132062,0.0116224,,,0.4284813,0.0862627,0.7285392,0.0150842,0.387273,0.0101555
"Sri Lanka","LKA","2010",0.5000178,0.0217285,0.5657974,0.0114682,,,0.3874228,0.056392,0.7092962,0.0478503,0.3332802,0.0148629
"St. Kitts and Nevis","KNA","1990",,,,,,,,,,,,
"St. Kitts and Nevis","KNA","1995",,,,,,,,,,,,
"St. Kitts and Nevis","KNA","2000",,,,,,,,,0.7003917,0.0188798,,
"St. Kitts and Nevis","KNA","2005",,,,,,,0.3452939,0.0556714,,,,
"St. Kitts and Nevis","KNA","2010",,,,,,,,,,,,
"St. Lucia","LCA","1990",0.5387743,0.0991565,,,,,,,0.7177346,0.0054062,,
"St. Lucia","LCA","1995",0.5406426,0.1200584,,,,,,,0.6316426,0.0072884,,
"St. Lucia","LCA","2000",0.5238106,0.0823677,,,,,,,0.6801437,0.0210858,,
"St. Lucia","LCA","2005",,,,,,,,,0.7315058,0.0127891,,
"St. Lucia","LCA","2010",,,,,,,,,0.7957792,0.0451908,,
"St. Vincent and the Grenadines","VCT","1990",0.5027531,0.1052803,,,,,,,0.7478965,0.0171608,,
"St. Vincent and the Grenadines","VCT","1995",0.4806125,0.0961982,,,,,0.5241085,0.0074397,,,,
"St. Vincent and the Grenadines","VCT","2000",,,,,,,0.4258161,0.0143548,0.7014475,0.019982,,
"St. Vincent and the Grenadines","VCT","2005",0.5245261,0.0722378,,,,,,,0.7432479,0.0114416,,
"St. Vincent and the Grenadines","VCT","2010",0.5356676,0.0931083,,,,,,,0.8034472,0.0480677,,
"Sudan","SDN","1990",0.4759892,8.909E-4,0.4178775,0.0111983,,,,,0.6232637,0.0073266,,
"Sudan","SDN","1995",0.4808447,0.0075937,0.4122164,0.0050765,,,,,0.5206633,0.0224015,,
"Sudan","SDN","2000",0.4595425,0.0263209,0.4204613,0.0085608,,,,,0.541729,0.0172352,,
"Sudan","SDN","2005",0.4544232,0.0118405,0.34273,0.0321691,,,0.3256793,0.0995918,0.6567845,0.0049274,0.3213341,0.0161254
"Sudan","SDN","2010",0.4504407,0.0169038,0.41119,0.0240165,,,0.2950422,0.0601682,0.5107601,0.0137601,0.2842041,0.0220573
"Suriname","SUR","1990",0.518451,0.1032649,,,,,,,0.7224685,0.0077218,,
"Suriname","SUR","1995",0.4797944,0.0655062,,,,,,,0.614336,0.0213063,,
"Suriname","SUR","2000",0.4720072,0.0539853,,,,,,,0.5649391,0.0207138,,
"Suriname","SUR","2005",0.481507,0.0382761,0.6117706,0.0030271,,,,,0.7095458,0.0098511,,
"Suriname","SUR","2010",0.4828055,0.0474216,0.7038202,0.0015544,,,,,0.6877398,0.0229427,,
"Swaziland","SWZ","1990",0.3747633,0.0267917,,,,,,,0.6975622,0.011511,,
"Swaziland","SWZ","1995",0.3880537,0.0335398,,,,,,,0.6514745,0.024808,,
"Swaziland","SWZ","2000",0.4359179,0.0163261,,,0.4224229,,0.3426386,0.0861453,0.5716516,0.0306962,,
"Swaziland","SWZ","2005",0.4787256,0.0179901,,,0.3718225,,0.29141,0.0437994,0.6801534,0.0152522,,
"Swaziland","SWZ","2010",0.4829312,0.021678,0.729234,0.0039628,0.3909607,,0.3207952,0.0466313,0.6023827,0.0709629,,
"Sweden","SWE","1990",0.8237967,0.0530663,,,0.611656,0.0198151,0.5530562,0.0163713,0.7883831,0.0097548,0.8473434,0.0295972
"Sweden","SWE","1995",0.8391883,0.0281839,,,0.5288936,0.023085,0.5721108,0.0238375,0.812762,0.0190468,0.7008064,0.02998
"Sweden","SWE","2000",0.6690943,0.0354548,,,0.5412806,0.0377027,0.6104622,0.0944819,0.8502355,0.0285494,0.7003772,0.0213555
"Sweden","SWE","2005",0.6663658,0.0194815,0.6935756,0.0112005,0.5833744,0.0567316,0.5355459,0.0879901,0.8006095,0.0122572,0.6102571,0.0149877
"Sweden","SWE","2010",0.6792277,0.0191972,0.7874125,0.0070827,0.5724338,0.0577494,0.6181191,0.0522747,0.9490266,0.0435169,0.6255283,0.0128381
"Switzerland","CHE","1990",0.7046857,0.0843151,0.7087893,0.0081978,0.612002,,0.5556096,0.0063658,0.7397296,0.0077481,0.8183106,0.0529069
"Switzerland","CHE","1995",0.7866505,0.0746322,0.6982695,0.0070998,0.541647,0.0036021,0.5958856,0.0126791,0.7545906,0.0167774,0.6326151,0.0254838
"Switzerland","CHE","2000",0.6508672,0.042567,0.6014298,0.0085921,0.5566378,0.0135024,0.6870432,0.0598839,0.7063833,0.0279064,0.5622566,0.0270154
"Switzerland","CHE","2005",0.6403248,0.0059308,0.6873885,0.0109369,0.5969991,0.0351161,0.6138424,0.0567392,0.7398803,0.0056834,0.5520039,0.0216489
"Switzerland","CHE","2010",0.6490919,0.0166204,0.7889097,0.0071055,0.5925357,0.0347335,0.6522735,0.0461302,0.8333048,0.0306263,0.568278,0.0234829
"Syrian Arab Republic","SYR","1990",0.4840253,0.0089424,0.6673735,0.0038985,,,,,0.6301541,0.0205239,,
"Syrian Arab Republic","SYR","1995",0.470071,0.0059014,0.6968152,0.0060151,,,,,0.5697077,0.0242837,,
"Syrian Arab Republic","SYR","2000",0.4059712,0.0498377,0.5899104,0.0061521,,,0.7593223,0.0776591,0.5923365,0.025563,,
"Syrian Arab Republic","SYR","2005",0.4517836,0.0127889,0.5694749,0.0101284,,,0.5659276,0.1168243,0.6710842,0.0127589,0.42839700000000003,0.0097685
"Syrian Arab Republic","SYR","2010",0.4451159,0.0183315,0.7043895,0.008856,,,0.5263401,0.0958742,0.5699829,0.042796,0.3986015,0.0065119
"Taiwan, China","TWN","1990",,,0.6991262,0.0064021,,,,,,,,
"Taiwan, China","TWN","1995",0.4817125,0.0091272,0.6803857,0.0066119,0.4739992,,,,0.7675995,0.0128769,0.6031375,0.0245977
"Taiwan, China","TWN","2000",,,0.5808531,0.0049439,0.4601232,,,,,,,
"Taiwan, China","TWN","2005",0.5504762,0.0390946,0.6266253,0.0071476,0.4398574,,,,,,0.5571654,0.0201951
"Taiwan, China","TWN","2010",0.5630897,0.0434847,0.757504,0.0057713,,,,,,,0.5698262,0.0225176
"Tajikistan","TJK","1990",0.3320855,0.0304326,,,,,,,0.7239514,0.0047231,,
"Tajikistan","TJK","1995",0.2848935,0.0460119,,,,,,,0.7231814,0.0093545,,
"Tajikistan","TJK","2000",0.3756819,0.0443456,,,,,,,0.5996097,0.0177899,,
"Tajikistan","TJK","2005",,,0.5963362,0.0011873,,,0.4830228,0.0801855,0.7223838,0.0079059,,
"Tajikistan","TJK","2010",,,0.658838,0.0060543,,,0.5216877,0.063609,0.6865935,0.0288813,,
"Tanzania","TZA","1990",0.4563953,0.0411664,0.660161,0.004716,0.6640806,0.0392009,0.517846,0.0280952,0.6935039,0.0207949,,
"Tanzania","TZA","1995",0.4639003,0.0339013,0.6635153,0.0041741,0.5530999,0.0296405,0.5307853,0.0417587,0.649947,0.0446716,,
"Tanzania","TZA","2000",0.467461,0.0355096,0.5191627,0.0019279,0.5603987,0.0305052,0.4853347,0.1092996,0.6033109,0.0464783,0.4969295,0.0100755
"Tanzania","TZA","2005",0.4677779,0.011501,0.5719119,0.0035568,0.6597085,0.0759687,0.3948498,0.0670692,0.6903772,0.0198218,0.4817575,0.0125715
"Tanzania","TZA","2010",0.4978824,0.036719,0.7001628,0.0020373,0.6574152,0.1111906,0.4132925,0.0660736,0.6442294,0.0753192,0.4366504,0.0193673
"Thailand","THA","1990",0.5703179,0.0258095,0.637712,0.0041928,,,,,0.7530345,0.0047854,,
"Thailand","THA","1995",0.512959,0.0491467,0.6537784,0.0064779,,,,,0.7378178,0.0075827,,
"Thailand","THA","2000",0.5406743,0.0361315,0.5487165,0.0078694,,,,,0.6897292,0.0193535,,
"Thailand","THA","2005",0.505877,0.0313106,0.4891598,0.0080251,,,0.4704082,0.0566348,0.7516384,0.0047894,0.4465589,0.011541
"Thailand","THA","2010",0.5110778,0.0298575,0.5611919,0.0076336,,,0.5106028,0.0726073,0.8108752,0.0266973,0.4293128,0.020733
"Timor-Leste","TLS","1990",,,,,,,,,,,,
"Timor-Leste","TLS","1995",,,,,,,,,,,,
"Timor-Leste","TLS","2000",,,,,,,,,0.6596365,0.0417755,,
"Timor-Leste","TLS","2005",,,,,,,,,0.6962372,0.0049471,,
"Timor-Leste","TLS","2010",,,,,,,,,0.6218986,0.0141289,,
"Togo","TGO","1990",0.4464377,0.0155835,0.5518311,0.0042844,,,,,0.6763449,0.015283,,
"Togo","TGO","1995",0.4381753,0.0303359,0.5882257,0.0096409,,,,,0.5976206,0.0328823,,
"Togo","TGO","2000",0.4412766,0.0364149,0.544794,0.0037748,,,,,0.6016737,0.0262422,,
"Togo","TGO","2005",0.4538825,0.018631,0.5700779,0.0035445,,,,,0.658875,0.0152889,0.4656642,0.0177849
"Togo","TGO","2010",0.4394649,0.027856,0.7157697,0.0038788,,,,,0.5895396,0.0286194,0.4583722,0.0223183
"Tonga","TON","1990",,,,,,,,,0.6925128,0.0054201,,
"Tonga","TON","1995",,,,,,,,,0.492793,0.0505938,,
"Tonga","TON","2000",,,,,,,0.7056414,0.0197613,0.5935297,0.0231051,,
"Tonga","TON","2005",0.4913753,0.049745,,,,,0.5944605,0.0442543,0.7088955,0.0199385,,
"Tonga","TON","2010",0.4869448,0.0596259,,,,,,,0.6785395,0.0254576,,
"Trinidad and Tobago","TTO","1990",0.5439056,0.0121985,,,,,0.5324578,0.0095067,0.7413204,0.0141601,,
"Trinidad and Tobago","TTO","1995",0.5425967,0.0085146,,,,,0.5329609,0.0081152,0.7684459,0.0195242,,
"Trinidad and Tobago","TTO","2000",0.570017,0.0335738,,,,,,,0.7193655,0.0218346,,
"Trinidad and Tobago","TTO","2005",0.5082302,0.0016126,0.5796062,0.005197,,,0.3555482,0.0130753,0.7593439,0.0108075,0.4345383,0.005515
"Trinidad and Tobago","TTO","2010",0.5180473,0.0044975,0.706877,0.0034941,,,0.3784091,0.0638325,0.8832676,0.0324907,0.4352252,0.0014314
"Tunisia","TUN","1990",0.4951015,0.0482485,,,0.3355973,,,,0.6581028,0.013834,,
"Tunisia","TUN","1995",0.5195877,0.0209313,,,0.4187949,,,,0.6480498,0.0374504,,
"Tunisia","TUN","2000",0.4817719,0.0257254,,,0.1384168,,,,0.6586939,0.0306355,,
"Tunisia","TUN","2005",0.4905297,0.0157951,0.6125052,0.0054662,0.2653222,,0.4522662,0.0857882,0.7072102,0.0115709,,
"Tunisia","TUN","2010",0.4952118,0.0163514,0.7259613,0.0025835,0.269816,,0.438662,0.0815342,0.6143504,0.0349562,,
"Turkey","TUR","1990",0.4691041,0.03428,0.5140466,0.0141865,0.3347887,,0.5467882,0.0231557,0.675167,0.0109718,0.1920808,0.0180379
"Turkey","TUR","1995",0.4997593,0.0378627,0.4596311,0.0085602,0.4356032,,0.5519701,0.0494183,0.6197506,0.0380761,0.3094084,0.0093711
"Turkey","TUR","2000",0.5535129,0.0465093,0.4536529,0.0078265,0.4145219,,0.5753,0.0868445,0.5954111,0.0229815,0.3847844,0.0042037
"Turkey","TUR","2005",0.5273753,0.0453685,0.5276335,0.0086739,0.4599235,0.107167,0.4829808,0.0573359,0.686858,0.0127482,0.4147634,0.0177023
"Turkey","TUR","2010",0.5362095,0.0571405,0.6413046,0.0075052,0.4761568,0.0686456,0.5033378,0.0776812,0.618947,0.0357815,0.398378,0.0188288
"Turkmenistan","TKM","1990",0.3338608,0.1096162,,,,,,,0.7209283,0.0116651,,
"Turkmenistan","TKM","1995",0.3573556,0.0922427,,,,,,,0.686857,0.029419,,
"Turkmenistan","TKM","2000",0.3545985,0.0330239,,,,,,,0.6631081,0.0329678,,
"Turkmenistan","TKM","2005",0.4231354,0.022685,0.6033576,0.0025355,,,,,0.7698559,0.0145804,,
"Turkmenistan","TKM","2010",0.3986436,0.0363108,0.7038327,0.0015478,,,,,0.8833012,0.0548999,,
"Uganda","UGA","1990",0.4085552,0.0451724,0.5334322,0.0099293,0.642912,0.0494157,,,0.6708279,0.0207359,,
"Uganda","UGA","1995",0.3991296,0.0561426,0.5962248,0.0118299,0.5504693,0.0246497,0.5292956,0.0135189,0.4965192,0.0761943,,
"Uganda","UGA","2000",0.4637179,0.0462064,0.4778131,0.0127936,0.5563991,0.0205993,0.4517343,0.0713377,0.6111134,0.0401565,0.4945461,0.0155615
"Uganda","UGA","2005",0.4903723,0.0261539,0.4847844,0.0050044,0.6339234,0.0493535,0.3794567,0.0506949,0.6862508,0.013502,0.4626593,0.0184143
"Uganda","UGA","2010",0.4943826,0.0256182,0.5565766,0.0059038,0.5924264,0.0785563,0.3875412,0.0540325,0.5943784,0.0616663,0.3939562,0.0158766
"Ukraine","UKR","1990",0.4923788,0.1676439,,,0.3118976,,,,0.7754425,0.0094872,,
"Ukraine","UKR","1995",0.5263937,0.1018942,,,0.4502902,0.0273228,0.5225872,0.0176627,0.7228529,0.0273102,0.6919673,0.0188412
"Ukraine","UKR","2000",0.5184655,0.0093159,0.523182,0.0070188,0.3635645,0.0108581,0.4939625,0.0498711,0.73685,0.0262968,0.5396761,0.0158534
"Ukraine","UKR","2005",0.5076224,0.0071063,0.6122758,0.0061727,0.3191949,0.0114882,0.4282424,0.0536035,0.7759659,0.011559,0.5188612,0.0123251
"Ukraine","UKR","2010",0.5090722,0.0098583,0.7365332,0.0036799,0.3261033,0.0188125,0.4473274,0.0558166,0.8861797,0.0385869,0.5211924,0.0086681
"United Arab Emirates","ARE","1990",0.4684665,0.024493,,,,,,,0.6396135,0.0353445,,
"United Arab Emirates","ARE","1995",0.458162,0.0169665,,,,,,,0.587081,0.067818,,
"United Arab Emirates","ARE","2000",0.5098522,0.0229009,,,,,,,0.6034862,0.0607971,,
"United Arab Emirates","ARE","2005",0.4979957,0.012323,0.6516603,0.0044534,,,0.6349443,0.0527367,0.6812363,0.020393,,
"United Arab Emirates","ARE","2010",0.4817818,0.0277116,0.7478581,0.0037102,,,0.6788147,0.0547402,0.528795,0.053773,,
"United Kingdom","GBR","1990",0.8080732,0.0791894,0.59374,0.018002,0.5382276,0.1044232,0.5516754,0.0091872,0.7514048,0.0074079,0.6784859,0.0373378
"United Kingdom","GBR","1995",0.877584,0.0213377,0.5981287,0.010918,0.5145788,0.0073544,0.5580337,0.019462,0.8014331,0.0216405,,
"United Kingdom","GBR","2000",0.6277403,0.0524515,0.5363482,0.0072665,0.5170003,0.0187715,0.6034217,0.0790731,0.8098053,0.0243338,0.51639,0.0126208
"United Kingdom","GBR","2005",0.61027,0.0259494,0.6151935,0.0049571,0.5550684,0.0611065,0.5269365,0.0577715,0.7728981,0.0071118,0.5101281,0.0108744
"United Kingdom","GBR","2010",0.6170316,0.0282518,0.7104207,0.0082193,0.5562824,0.0860254,0.5423002,0.0686163,0.8995144,0.0281658,0.5424592,0.0081799
"United States","USA","1990",0.8801061,0.0560914,0.6735865,0.0104185,0.6480832,,0.5348386,0.0117972,0.7724268,0.0081001,0.5986689,0.0527616
"United States","USA","1995",0.8567657,0.060772,0.6741373,0.0045514,0.5571521,,0.5419412,0.0161159,0.8164931,0.0206673,0.5967314,0.0155864
"United States","USA","2000",0.6972582,0.0430689,0.5787861,0.0038304,0.5756886,0.0099551,0.5932227,0.0660042,0.7935199,0.0220374,0.5531071,0.0085021
"United States","USA","2005",0.6267036,0.0317033,0.6067427,0.0077907,0.6736555,0.0500774,0.4946112,0.070604,0.795324,0.0049359,0.5288734,0.0124124
"United States","USA","2010",0.6401241,0.038625,0.7327986,0.0055802,0.6955352,0.0633651,0.5442377,0.0577417,0.9476959,0.0292566,0.5579073,0.0166392
"Uruguay","URY","1990",0.5838367,0.018851,,,,,,,0.7295566,0.0094932,,
"Uruguay","URY","1995",0.544848,0.0358391,,,0.487622,0.0228409,0.5331104,0.0042279,0.7253057,0.0219779,0.6510038,0.0066513
"Uruguay","URY","2000",0.5601351,0.0218872,,,0.4864849,0.0220569,0.5571129,0.0287127,0.6926374,0.0322057,0.5278659,0.0134906
"Uruguay","URY","2005",0.5364369,0.024374,0.6314418,0.0059378,0.459299,0.0663036,0.4537087,0.0553453,0.7558939,0.0095674,0.5501097,0.0143091
"Uruguay","URY","2010",0.5365179,0.0304444,0.745946,0.0046774,0.3724926,0.0832806,0.4414981,0.0442874,0.8834797,0.0514687,0.5512445,0.0141198
"Uzbekistan","UZB","1990",0.4286363,0.0722499,,,,,,,0.7411304,0.0143373,,
"Uzbekistan","UZB","1995",0.3999493,0.1148612,,,,,,,0.6893588,0.0269284,,
"Uzbekistan","UZB","2000",0.3648641,0.0444252,,,,,,,0.6506677,0.0253288,,
"Uzbekistan","UZB","2005",0.435783,0.0040963,0.5174286,0.0082862,,,0.4621909,0.0558133,0.7320144,0.0062369,,
"Uzbekistan","UZB","2010",0.4175417,0.0094928,0.6204277,0.0095201,,,0.4704919,0.0573933,0.7162375,0.0303389,,
"Vanuatu","VUT","1990",0.4256191,0.059537,,,,,,,,,,
"Vanuatu","VUT","1995",0.4215609,0.0642261,,,,,,,0.6800116,0.0263089,,
"Vanuatu","VUT","2000",0.4733103,0.0899943,,,,,,,0.6341955,0.027183,,
"Vanuatu","VUT","2005",0.4646717,0.0284075,,,,,,,0.7119702,0.0108418,,
"Vanuatu","VUT","2010",0.4588702,0.0410836,,,,,,,0.7743222,0.0283452,,
"Venezuela, RB","VEN","1990",0.5785157,0.0255034,0.6193047,0.0163957,0.5497634,,,,0.7265546,0.0111676,,
"Venezuela, RB","VEN","1995",0.5237476,0.040524,0.6378683,0.004531,0.5155771,0.0254845,0.5064529,0.0073219,0.733714,0.0189893,0.4568347,0.015189
"Venezuela, RB","VEN","2000",0.536236,0.0124491,0.4667257,0.0112624,0.5335991,0.0439524,0.3654105,0.0501185,0.7007628,0.0224858,0.5235122,0.0085837
"Venezuela, RB","VEN","2005",0.5131159,0.0108165,0.5291025,0.0061133,0.5249924,0.0621588,0.2783909,0.0682441,0.7574515,0.0129693,0.4705331,0.0100151
"Venezuela, RB","VEN","2010",0.519836,0.0214041,0.6444806,0.0077028,0.5296307,0.0756113,0.2707385,0.0823607,0.8365045,0.0423795,0.457076,0.0165427
"Vietnam","VNM","1990",0.3629869,0.0075002,0.6534109,0.0053783,,,,,0.7654392,0.0117068,,
"Vietnam","VNM","1995",0.3256868,0.0209599,0.6891397,0.0056643,,,,,0.7630837,0.029694,,
"Vietnam","VNM","2000",0.4359822,0.0209698,0.5720606,0.0024841,0.5536181,,0.654959,0.0438402,0.6807622,0.0371261,0.5582509,0.0247929
"Vietnam","VNM","2005",0.4836995,0.0125874,0.6318676,0.0049017,0.5804791,,0.5751103,0.0691982,0.7388404,0.0127387,0.4982871,0.0231875
"Vietnam","VNM","2010",0.4901146,0.0132683,0.7471524,0.0042932,0.6035288,,0.5955577,0.0650392,0.8608956,0.034983,0.5394698,0.0240036
"Virgin Islands (U.S.)","VIR","1990",,,,,,,,,0.7652444,0.021627,,
"Virgin Islands (U.S.)","VIR","1995",,,,,,,,,,,,
"Virgin Islands (U.S.)","VIR","2000",,,,,,,,,,,,
"Virgin Islands (U.S.)","VIR","2005",,,,,,,,,,,,
"Virgin Islands (U.S.)","VIR","2010",,,,,,,,,,,,
"West Bank and Gaza","","1990",,,,,,,,,,,,
"West Bank and Gaza","","1995",,,,,,,,,,,,
"West Bank and Gaza","","2000",0.4646931,4.348E-4,,,,,,,0.5663853,0.0415635,,
"West Bank and Gaza","","2005",,,,,,,,,0.6746481,0.0161743,,
"West Bank and Gaza","","2010",,,,,,,,,0.6367182,0.0727336,,
"Yemen, Rep.","YEM","1990",0.3073607,0.0428765,,,,,,,0.5778192,0.0132263,,
"Yemen, Rep.","YEM","1995",0.3267757,0.0015707,,,,,,,0.4709788,0.0228301,,
"Yemen, Rep.","YEM","2000",0.3868821,0.0237545,,,,,,,0.4384851,0.0368228,,
"Yemen, Rep.","YEM","2005",0.44816,0.0122148,0.5276576,0.0070202,,,0.4961498,0.0437027,0.6225089,0.0107739,,
"Yemen, Rep.","YEM","2010",0.4336334,0.0163881,0.5178329,0.0106793,,,0.5168103,0.0532036,0.4454495,0.0302377,,
"Zambia","ZMB","1990",0.4255324,0.0649214,0.6326041,0.011833,,,,,0.6754507,0.0135147,,
"Zambia","ZMB","1995",0.4052224,0.0799344,0.6682748,0.0071634,,,,,0.534709,0.0659508,,
"Zambia","ZMB","2000",0.440545,0.0243998,0.5013717,0.0055844,0.5365729,0.0469441,0.4945613,0.0842788,0.5477694,0.0349591,0.499576,0.0133439
"Zambia","ZMB","2005",0.4760096,0.0197588,0.6211695,0.0033779,0.582195,0.1014466,0.3774831,0.0559441,0.651082,0.0157469,0.4540539,0.0092422
"Zambia","ZMB","2010",0.4768873,0.0201259,0.7338113,0.0030748,0.546769,0.0720758,0.3430023,0.0424931,0.504884,0.0515484,0.4718259,0.0101105
"Zimbabwe","ZWE","1990",0.4288377,0.073711,,,0.6385888,,,,0.6850137,0.016894,,
"Zimbabwe","ZWE","1995",0.4692941,0.0643478,,,0.5466201,0.0036407,0.5184115,0.0038005,0.6242288,0.0384205,,
"Zimbabwe","ZWE","2000",0.4647668,0.0432348,,,0.5434341,0.0490675,0.4468294,0.0289697,0.6129586,0.0418113,0.453142,0.0123943
"Zimbabwe","ZWE","2005",0.4714313,0.0194749,0.5168234,0.0115429,0.5730791,0.0886518,0.327952,0.0587201,0.6832954,0.0213343,0.3932723,0.0414622
"Zimbabwe","ZWE","2010",0.467875,0.0269393,0.5597588,0.0235673,0.5807936,0.1192601,0.3229127,0.0553128,0.6300322,0.0749823,0.3962137,0.0351626
